key,ExposureID,TrafficChannel,SessionDuration,Bounced,PagesperSession,AdDate,CreativeID,ExposureID_1,AdFormat,Viewable,WasClicked,Conversion,SpendonExposure,RevenueGenerated,UserID,SegmentType,Age,Gender,Income,OperatingSystem,Device,Browser,city,state
5SUKN6MSM2,O3190962,SEO,154,Yes,1,21-Mar,C0047,O3190962,Banner,1,1,0,0,0,UKj2K,1P Audience,34,Male,77145,iOS,Tablet,Safari,Casper,Wyoming
ZP35ZLTT6E,O6477949,Direct,128,No,1,21-Mar,C0219,O6477949,Carousel,1,1,0,0,0,UaPch,Custom Audience,37,Female,104174,Windows,Laptop,Microsoft Edge,Cheyenne,Wyoming
0470QDBATT,P7168719,Display,125,Yes,3,21-Mar,C0028,P7168719,Video,0,0,0,225,0,UalOB,1P Audience,46,Female,175868,Android,Smartphone,Microsoft Edge,Casper,Wyoming
91KMYGYCLK,P4503732,Paid Search,533,No,4,21-Mar,C0192,P4503732,Carousel,1,1,1,734,149,UyPUQ,1P Audience,25,Female,58715,Android,Tablet,Microsoft Edge,Cheyenne,Wyoming
QL0OPO0I39,O6963484,SEO,178,No,3,21-Mar,C0229,O6963484,Carousel,1,0,0,0,0,UaYZh,3P Audience,23,Female,59360,Android,Tablet,Microsoft Edge,Casper,Wyoming
EDPXINQNNV,P3275152,Display,88,No,3,21-Mar,C0225,P3275152,Banner,0,0,0,565,0,UZpS5,1P Audience,36,Male,110206,Android,Tablet,Microsoft Edge,Cheyenne,Wyoming
CQLCFVD85F,P9634943,Display,473,No,4,21-Mar,C0230,P9634943,Banner,1,1,1,242,451,U3ffs,3P Audience,17,Female,48648,iOS,Tablet,Safari,Green Bay,Wisconsin
H7BNIHS0XS,O9674809,Referral,79,No,1,21-Mar,C0172,O9674809,Video,1,0,0,0,0,UT0JV,3P Audience,30,Female,65680,iOS,Smartphone,Safari,Madison,Wisconsin
EPMFJGNUYS,P4768673,Paid Search,60,No,3,21-Mar,C0239,P4768673,Carousel,0,0,0,877,0,Uqqyq,Custom Audience,44,Female,100187,Windows,Desktop,Microsoft Edge,Madison,Wisconsin
R1F0NNY0C2,O1724881,SEO,351,No,5,21-Mar,C0203,O1724881,Carousel,1,1,1,0,869,Ue1mo,Custom Audience,51,Male,128867,macOS,Desktop,Microsoft Edge,Milwaukee,Wisconsin
W711NBIRN9,O3717691,SEO,539,No,6,21-Mar,C0048,O3717691,Banner,1,1,1,0,751,UrNhf,3P Audience,41,Male,82216,macOS,Desktop,Microsoft Edge,Madison,Wisconsin
2E8FNPUYQH,P2520204,Display,484,No,6,21-Mar,C0080,P2520204,Video,1,1,1,796,878,UHq4r,Custom Audience,26,Female,70443,Windows,Laptop,Microsoft Edge,Madison,Wisconsin
BN6MP2OPIS,O8336130,Direct,120,Yes,1,21-Mar,C0031,O8336130,Banner,1,1,0,0,0,U4zHy,1P Audience,53,Female,185794,Android,Smartphone,Microsoft Edge,Madison,Wisconsin
2JU0N74JDT,P3279309,Paid Search,137,Yes,1,21-Mar,C0157,P3279309,Banner,0,0,0,311,0,UaYZh,Custom Audience,23,Female,59360,iOS,Tablet,Safari,Milwaukee,Wisconsin
QOYN8W4V3J,P9049981,Display,60,No,2,21-Mar,C0181,P9049981,Carousel,0,0,0,856,0,U1v65,1P Audience,53,Male,184452,Android,Tablet,Microsoft Edge,Morgantown,West Virginia
9VTTDUCMIV,O6253280,Direct,562,No,6,21-Mar,C0229,O6253280,Carousel,1,1,1,0,680,UrGRL,3P Audience,44,Male,88620,macOS,Desktop,Microsoft Edge,Morgantown,West Virginia
9T1BWUU8IW,O2531187,Direct,151,Yes,2,21-Mar,C0107,O2531187,Carousel,0,0,0,0,0,U0TSI,3P Audience,48,Female,167625,Windows,Laptop,Microsoft Edge,Morgantown,West Virginia
2YMYCHF6E9,P9442671,Paid Search,96,No,2,21-Mar,C0065,P9442671,Video,1,0,0,404,0,UfZ7e,3P Audience,33,Female,78800,Android,Smartphone,Microsoft Edge,Morgantown,West Virginia
KOG5HVZZ5T,P2789805,Paid Search,139,No,1,21-Mar,C0066,P2789805,Banner,1,0,0,366,0,UqcfI,Custom Audience,17,Female,58361,Linux,Laptop,Mozilla Firefox,Huntington,West Virginia
Z7HYK6MQMY,P6581581,Paid Search,67,No,1,21-Mar,C0195,P6581581,Banner,0,0,0,391,0,UaPch,1P Audience,37,Female,104174,Android,Tablet,Microsoft Edge,Charleston,West Virginia
AA6OLLCSTO,P7878082,Paid Search,107,No,1,21-Mar,C0103,P7878082,Banner,1,0,0,368,0,UcMGp,1P Audience,47,Female,198108,macOS,Desktop,Microsoft Edge,Tacoma,Washington
SBV5TSQDN3,O9513795,SEO,148,Yes,2,21-Mar,C0200,O9513795,Banner,0,0,0,0,0,U4QXW,1P Audience,28,Female,79034,iOS,Smartphone,Safari,Spokane,Washington
P1LMG1F78G,P4056184,Paid Search,502,No,6,21-Mar,C0048,P4056184,Video,1,1,1,299,869,UaJEU,1P Audience,42,Female,109696,iOS,Tablet,Safari,Tacoma,Washington
BSTNE3MIKD,P4510835,Display,85,No,3,21-Mar,C0063,P4510835,Video,1,0,0,110,0,UKCJA,1P Audience,19,Male,41580,Android,Smartphone,Microsoft Edge,Seattle,Washington
V7K0W7I3NH,O8990915,Referral,168,No,1,21-Mar,C0195,O8990915,Banner,0,0,0,0,0,UvNo1,3P Audience,50,Male,196684,macOS,Laptop,Microsoft Edge,Seattle,Washington
31UR7994SG,P7369056,Paid Search,150,No,2,21-Mar,C0073,P7369056,Video,1,0,0,189,0,UYt4q,1P Audience,34,Female,78242,Android,Tablet,Microsoft Edge,Seattle,Washington
W0GBCFOYU5,P6194573,Paid Search,350,No,4,21-Mar,C0014,P6194573,Video,1,1,1,304,309,UW6GK,1P Audience,28,Female,67701,Windows,Laptop,Microsoft Edge,Tacoma,Washington
G70ZX23HAU,O5246010,SEO,150,No,1,21-Mar,C0237,O5246010,Carousel,1,1,0,0,0,UQKpm,1P Audience,40,Female,113820,macOS,Laptop,Microsoft Edge,Tacoma,Washington
MC39KCME6B,O9481745,Direct,132,No,2,21-Mar,C0026,O9481745,Banner,1,0,0,0,0,Uzxa3,1P Audience,41,Female,107828,Windows,Desktop,Microsoft Edge,Virginia Beach,Virginia
HCWKA2PDHZ,O3777863,Direct,141,No,3,21-Mar,C0186,O3777863,Banner,1,0,0,0,0,UfWBe,3P Audience,34,Female,65053,Windows,Desktop,Microsoft Edge,Virginia Beach,Virginia
VEKUJG2PTG,O3879227,Referral,451,No,4,21-Mar,C0122,O3879227,Carousel,1,1,1,0,553,UEBsi,1P Audience,32,Female,67467,macOS,Desktop,Microsoft Edge,Virginia Beach,Virginia
KWT98MMCDO,O8868556,SEO,580,No,4,21-Mar,C0094,O8868556,Carousel,1,1,1,0,566,UzzoT,3P Audience,51,Male,122514,iOS,Smartphone,Safari,Virginia Beach,Virginia
EMM8YQ4GFI,P1902348,Paid Search,139,No,2,21-Mar,C0206,P1902348,Banner,1,0,0,205,0,U9jrj,Custom Audience,18,Female,58272,Linux,Laptop,Mozilla Firefox,Chesapeake,Virginia
4D548NUWXA,O4983713,SEO,164,No,1,21-Mar,C0184,O4983713,Video,1,0,0,0,0,UME9C,1P Audience,29,Male,77975,Windows,Laptop,Microsoft Edge,Chesapeake,Virginia
IPQYWWCFZC,O9435649,Direct,171,No,1,21-Mar,C0182,O9435649,Video,1,1,0,0,0,UEBsi,Custom Audience,32,Female,67467,Android,Tablet,Microsoft Edge,Burlington,Vermont
I3H7LULNBV,O1170603,Direct,368,No,4,21-Mar,C0078,O1170603,Video,1,1,1,0,781,UmpVf,1P Audience,26,Female,76584,Windows,Laptop,Microsoft Edge,Burlington,Vermont
6R4JZJOY6F,P3771144,Paid Search,141,Yes,1,21-Mar,C0001,P3771144,Video,0,0,0,111,0,UK5y3,Custom Audience,48,Female,175995,iOS,Tablet,Safari,South Burlington,Vermont
WJBQPADT2F,O2418597,Direct,106,No,2,21-Mar,C0075,O2418597,Banner,1,0,0,0,0,UfZ7e,Custom Audience,33,Female,78800,macOS,Desktop,Microsoft Edge,Rutland,Vermont
7NJ2OH9EMC,P1458187,Display,177,Yes,3,21-Mar,C0186,P1458187,Banner,1,0,0,271,0,UQKpm,Custom Audience,40,Female,113820,Android,Tablet,Microsoft Edge,Burlington,Vermont
Z763OKY3KP,O8770913,Direct,177,No,1,21-Mar,C0023,O8770913,Banner,1,0,0,0,0,Uxr13,1P Audience,52,Male,145437,macOS,Laptop,Microsoft Edge,South Burlington,Vermont
1USVR7YEFI,P7115807,Display,440,No,6,21-Mar,C0123,P7115807,Banner,1,1,1,683,676,UPuU0,Custom Audience,33,Female,69066,Linux,Laptop,Mozilla Firefox,South Burlington,Vermont
0Q44KYNMA6,P6416885,Display,173,Yes,2,21-Mar,C0152,P6416885,Video,0,0,0,100,0,UfJV9,3P Audience,42,Male,101049,iOS,Tablet,Safari,Rutland,Vermont
57NRGHX4YK,O5874075,Referral,162,No,2,21-Mar,C0049,O5874075,Carousel,0,0,0,0,0,UFd3I,Custom Audience,34,Female,79562,macOS,Laptop,Microsoft Edge,West Valley City,Utah
7YO6GGUN17,P5903612,Paid Search,132,No,2,21-Mar,C0002,P5903612,Video,1,1,0,377,0,UPX2W,Custom Audience,22,Female,55258,macOS,Desktop,Microsoft Edge,Provo,Utah
0YCPDBB5A1,P9007834,Paid Search,102,No,1,21-Mar,C0232,P9007834,Video,1,0,0,529,0,Ul4nz,1P Audience,35,Male,74362,macOS,Laptop,Microsoft Edge,West Valley City,Utah
SRHLN1TSLL,O8079695,Referral,60,No,3,21-Mar,C0240,O8079695,Video,1,0,0,0,0,UfcNC,Custom Audience,26,Female,73991,iOS,Smartphone,Safari,Salt Lake City,Utah
IYGL900795,P7660796,Display,174,Yes,3,21-Mar,C0241,P7660796,Carousel,1,0,0,265,0,UoSWo,Custom Audience,29,Male,76818,macOS,Desktop,Microsoft Edge,Houston,Texas
6WRNRDFADM,P3464065,Display,83,No,3,21-Mar,C0137,P3464065,Carousel,1,0,0,349,0,UOTAt,Custom Audience,45,Female,115071,iOS,Tablet,Safari,San Antonio,Texas
LZMQ9C276R,P8210912,Paid Search,170,No,3,21-Mar,C0047,P8210912,Carousel,0,0,0,242,0,U3Wpl,3P Audience,39,Female,101945,Android,Tablet,Microsoft Edge,Dallas,Texas
O0FTM8XAD3,O3553284,Referral,136,No,3,21-Mar,C0125,O3553284,Carousel,0,0,0,0,0,UMRZO,Custom Audience,27,Male,69615,macOS,Laptop,Microsoft Edge,Houston,Texas
4CV8WROX4E,O9594641,Referral,96,Yes,2,21-Mar,C0140,O9594641,Banner,0,0,0,0,0,U6gbk,3P Audience,16,Male,58586,iOS,Smartphone,Safari,Houston,Texas
08S4XDMHP5,O1658919,SEO,90,No,1,21-Mar,C0009,O1658919,Banner,0,0,0,0,0,UwFnN,3P Audience,38,Male,111019,iOS,Smartphone,Safari,Dallas,Texas
R0QOHDRBCC,O6853190,Referral,154,No,3,21-Mar,C0040,O6853190,Banner,1,0,0,0,0,UGIgu,1P Audience,28,Female,64079,Linux,Laptop,Mozilla Firefox,Houston,Texas
FWY6BBLCNP,O7834254,SEO,123,No,3,21-Mar,C0049,O7834254,Banner,1,0,0,0,0,UaNPk,Custom Audience,37,Male,109737,macOS,Desktop,Microsoft Edge,Memphis,Tennessee
2UIQXTRZNR,P3281035,Paid Search,141,No,2,21-Mar,C0237,P3281035,Carousel,1,0,0,346,0,UgAwk,Custom Audience,30,Male,61584,Android,Smartphone,Microsoft Edge,Memphis,Tennessee
E5RKJQCI20,P8401234,Paid Search,147,No,2,21-Mar,C0015,P8401234,Carousel,1,1,0,123,0,UK06S,1P Audience,48,Male,145403,macOS,Laptop,Microsoft Edge,Memphis,Tennessee
IKCJ3B9631,P4270709,Paid Search,93,No,3,21-Mar,C0191,P4270709,Carousel,1,1,0,797,0,UlvMk,3P Audience,32,Male,67972,macOS,Laptop,Microsoft Edge,Knoxville,Tennessee
JJV1W88MG2,O5891502,Referral,166,No,3,21-Mar,C0110,O5891502,Carousel,1,0,0,0,0,UaPch,3P Audience,37,Female,104174,iOS,Tablet,Safari,Memphis,Tennessee
7NKLEY85E3,O6036420,SEO,152,No,3,21-Mar,C0078,O6036420,Carousel,1,0,0,0,0,UcUEw,3P Audience,45,Male,91552,Windows,Desktop,Microsoft Edge,Sioux Falls,South Dakota
85GHA94Z3T,P9886266,Display,157,No,1,21-Mar,C0101,P9886266,Carousel,1,1,0,733,0,UCR5u,3P Audience,31,Male,61176,Windows,Laptop,Microsoft Edge,Rapid City,South Dakota
MJX99G66PC,O9310288,Referral,131,No,1,21-Mar,C0062,O9310288,Carousel,1,0,0,0,0,UaLbp,3P Audience,36,Female,104828,Linux,Laptop,Mozilla Firefox,Aberdeen,South Dakota
ZCVQ63X2IN,P1580575,Display,116,No,3,21-Mar,C0153,P1580575,Video,1,0,0,119,0,UcX4n,Custom Audience,23,Female,52399,Android,Smartphone,Microsoft Edge,Rapid City,South Dakota
BHV9UZKQYD,O4716701,Referral,113,No,2,21-Mar,C0032,O4716701,Carousel,0,0,0,0,0,UaLbp,Custom Audience,36,Female,104828,iOS,Smartphone,Safari,Aberdeen,South Dakota
ZXFDBF9AX0,O8616118,Direct,103,No,1,21-Mar,C0101,O8616118,Banner,1,1,0,0,0,UBROm,3P Audience,43,Female,85682,iOS,Smartphone,Safari,Rapid City,South Dakota
E86GV8GCYB,O8413079,Referral,66,No,2,21-Mar,C0207,O8413079,Video,0,0,0,0,0,UK5y3,3P Audience,48,Female,175995,Windows,Desktop,Microsoft Edge,Rapid City,South Dakota
5UUJAL9OPG,O1960472,Direct,478,No,4,21-Mar,C0235,O1960472,Carousel,1,1,1,0,266,UuBp6,Custom Audience,21,Male,58898,Windows,Laptop,Microsoft Edge,North Charleston,South Carolina
65KNLPOBHM,O6662568,Direct,128,Yes,2,21-Mar,C0243,O6662568,Banner,1,0,0,0,0,UJ8ER,Custom Audience,32,Female,63967,iOS,Tablet,Safari,Columbia,South Carolina
399HC03Q21,O5141725,Direct,124,Yes,1,21-Mar,C0003,O5141725,Carousel,0,0,0,0,0,UnrCJ,3P Audience,22,Female,44302,iOS,Tablet,Safari,Charleston,South Carolina
50NA8G4FOB,O6115174,Direct,116,No,3,21-Mar,C0061,O6115174,Carousel,1,0,0,0,0,Um7Um,Custom Audience,22,Male,42035,macOS,Desktop,Microsoft Edge,North Charleston,South Carolina
UCAFZW11V4,O9343153,Direct,126,Yes,1,21-Mar,C0158,O9343153,Video,1,0,0,0,0,UvIah,Custom Audience,42,Female,96517,Android,Smartphone,Microsoft Edge,North Charleston,South Carolina
NMMJW5OR10,O2836041,Direct,89,Yes,1,21-Mar,C0014,O2836041,Carousel,0,0,0,0,0,Um7Um,Custom Audience,22,Male,42035,iOS,Smartphone,Safari,Columbia,South Carolina
TOVAGWMSF6,P7074429,Display,70,No,2,21-Mar,C0060,P7074429,Carousel,1,0,0,774,0,USlyT,3P Audience,39,Male,89036,macOS,Laptop,Microsoft Edge,Columbia,South Carolina
8KY4PBVC3Y,P4213426,Paid Search,360,No,6,21-Mar,C0107,P4213426,Video,1,1,1,96,811,UME9C,3P Audience,29,Male,77975,iOS,Smartphone,Safari,Columbia,South Carolina
UNNGLNRS77,O2154284,Referral,419,No,6,21-Mar,C0092,O2154284,Banner,1,1,1,0,384,U8p9m,1P Audience,26,Female,66560,Android,Tablet,Microsoft Edge,Charleston,South Carolina
T4XMQ98P5B,P2122458,Paid Search,588,No,6,21-Mar,C0234,P2122458,Banner,1,1,1,869,670,URJyj,3P Audience,40,Male,98000,Android,Tablet,Microsoft Edge,Charleston,South Carolina
4GT0D43FVV,O1239158,SEO,153,No,1,21-Mar,C0070,O1239158,Video,1,0,0,0,0,UfcNC,1P Audience,26,Female,73991,Linux,Laptop,Mozilla Firefox,Providence,Rhode Island
D6SIJSO8KC,O7145699,Referral,564,No,5,21-Mar,C0062,O7145699,Video,1,1,1,0,588,UGSmF,3P Audience,21,Male,40466,Windows,Desktop,Microsoft Edge,Warwick,Rhode Island
Y7KI8UM3BU,O7785536,Direct,80,Yes,3,21-Mar,C0033,O7785536,Video,1,0,0,0,0,UvIah,Custom Audience,42,Female,96517,macOS,Desktop,Microsoft Edge,Providence,Rhode Island
W53NG6G0WH,P7756510,Display,123,No,3,21-Mar,C0003,P7756510,Carousel,1,0,0,527,0,UkxZn,Custom Audience,33,Male,77836,Android,Smartphone,Microsoft Edge,Cranston,Rhode Island
4553MDISM8,O3462088,Referral,100,No,3,21-Mar,C0180,O3462088,Carousel,1,0,0,0,0,UMRZO,1P Audience,27,Male,69615,Windows,Laptop,Microsoft Edge,Cranston,Rhode Island
J44WBUE9EV,O4336714,Referral,106,No,2,21-Mar,C0171,O4336714,Video,1,1,0,0,0,UiZLG,Custom Audience,40,Female,101461,Windows,Desktop,Microsoft Edge,Warwick,Rhode Island
8UJGV9WH11,O2381190,Referral,98,No,2,21-Mar,C0027,O2381190,Carousel,0,0,0,0,0,Unrzo,1P Audience,42,Female,103250,Android,Tablet,Microsoft Edge,Cranston,Rhode Island
O8HPO4PHID,P3394210,Display,124,Yes,2,21-Mar,C0133,P3394210,Banner,0,0,0,666,0,UQImo,Custom Audience,50,Female,183965,Windows,Desktop,Microsoft Edge,Philadelphia,Pennsylvania
MA6UY0DS1Q,P7944725,Display,97,No,1,21-Mar,C0127,P7944725,Banner,1,1,0,428,0,UFusg,Custom Audience,23,Male,55641,iOS,Tablet,Safari,Philadelphia,Pennsylvania
2JBJ3ZP2XZ,O7340331,Direct,80,No,1,21-Mar,C0231,O7340331,Video,1,0,0,0,0,UBNoy,Custom Audience,16,Female,59934,Android,Smartphone,Microsoft Edge,Allentown,Pennsylvania
HH6QUN3N9U,P8507402,Paid Search,175,Yes,1,21-Mar,C0096,P8507402,Video,0,0,0,792,0,UZpS5,3P Audience,36,Male,110206,Linux,Laptop,Mozilla Firefox,Pittsburgh,Pennsylvania
CQNX28SZ8F,O6488993,Direct,479,No,6,21-Mar,C0189,O6488993,Carousel,1,1,1,0,258,UH7Ve,1P Audience,52,Female,168238,Windows,Laptop,Microsoft Edge,Allentown,Pennsylvania
YQ0JOUYUQL,P6188325,Display,364,No,4,21-Mar,C0102,P6188325,Video,1,1,1,355,481,U0aCK,3P Audience,47,Female,195738,Android,Smartphone,Microsoft Edge,Pittsburgh,Pennsylvania
BMQ6YK9ZH9,P5203889,Display,108,No,3,21-Mar,C0026,P5203889,Banner,1,1,0,234,0,Ui4gw,Custom Audience,53,Female,147354,Windows,Laptop,Microsoft Edge,Philadelphia,Pennsylvania
WIAVZJI5CT,P6661531,Paid Search,149,Yes,2,21-Mar,C0027,P6661531,Banner,0,0,0,217,0,UtLpc,3P Audience,17,Male,51936,macOS,Desktop,Microsoft Edge,Allentown,Pennsylvania
89U3LWSTKA,O6464877,Referral,176,No,3,21-Mar,C0240,O6464877,Banner,1,0,0,0,0,UiSly,1P Audience,31,Female,74845,iOS,Tablet,Safari,Allentown,Pennsylvania
S059F58K2R,P7228132,Display,104,Yes,1,21-Mar,C0104,P7228132,Video,1,0,0,141,0,UEJOP,3P Audience,34,Male,71010,Linux,Laptop,Mozilla Firefox,Allentown,Pennsylvania
DW060JEA00,P5882505,Display,71,Yes,2,21-Mar,C0066,P5882505,Video,1,0,0,545,0,UpD3n,1P Audience,40,Female,87512,macOS,Desktop,Microsoft Edge,Eugene,Oregon
D36X882BFU,P1940502,Display,109,Yes,3,21-Mar,C0041,P1940502,Carousel,1,1,0,565,0,UCvXE,Custom Audience,45,Male,116184,Android,Smartphone,Microsoft Edge,Portland,Oregon
JI0YAMLMLB,O9584287,SEO,81,Yes,3,21-Mar,C0036,O9584287,Banner,0,0,0,0,0,U8p9m,1P Audience,26,Female,66560,Android,Tablet,Microsoft Edge,Norman,Oklahoma
PIWB5XDG74,P3706256,Paid Search,114,No,1,21-Mar,C0078,P3706256,Banner,0,0,0,460,0,UoRBB,1P Audience,22,Female,49502,macOS,Laptop,Microsoft Edge,Norman,Oklahoma
XSPBUASH2C,O7946902,Direct,515,No,4,21-Mar,C0235,O7946902,Carousel,1,1,1,0,702,UoRBB,Custom Audience,22,Female,49502,iOS,Smartphone,Safari,Tulsa,Oklahoma
4UWT5ZLOUK,P8708082,Paid Search,575,No,4,21-Mar,C0071,P8708082,Carousel,1,1,1,138,281,ULgs8,1P Audience,43,Female,97174,iOS,Tablet,Safari,Norman,Oklahoma
MVSNKLEGGG,O4929241,Referral,149,Yes,1,21-Mar,C0207,O4929241,Video,1,0,0,0,0,UOLDx,Custom Audience,20,Male,40641,Windows,Laptop,Microsoft Edge,Norman,Oklahoma
ZOT7LNY6BY,P3432083,Paid Search,112,Yes,3,21-Mar,C0020,P3432083,Banner,1,1,0,319,0,UoDrV,3P Audience,29,Female,67556,macOS,Desktop,Microsoft Edge,Norman,Oklahoma
06TV00C83F,P3605585,Display,122,No,2,21-Mar,C0152,P3605585,Carousel,1,0,0,142,0,U5FS9,3P Audience,17,Female,56775,iOS,Tablet,Safari,Norman,Oklahoma
CJCDL44KN2,P2642626,Paid Search,62,Yes,2,21-Mar,C0023,P2642626,Carousel,1,0,0,711,0,USdOe,Custom Audience,47,Male,172427,iOS,Tablet,Safari,Oklahoma City,Oklahoma
Q811LGBQGQ,O3767275,SEO,437,No,5,21-Mar,C0119,O3767275,Banner,1,1,1,0,259,Ur2Fd,3P Audience,35,Male,76506,Android,Smartphone,Microsoft Edge,Tulsa,Oklahoma
S83GR0CFAJ,P7421612,Display,158,No,2,21-Mar,C0242,P7421612,Video,1,0,0,673,0,UyPUQ,3P Audience,25,Female,58715,Android,Smartphone,Microsoft Edge,Oklahoma City,Oklahoma
XF399AAFN7,O4583528,SEO,173,Yes,3,21-Mar,C0099,O4583528,Carousel,1,0,0,0,0,UQAfT,Custom Audience,29,Male,70093,iOS,Tablet,Safari,Columbus,Ohio
FWWWOP39U4,O8599522,Referral,101,No,2,21-Mar,C0014,O8599522,Video,0,0,0,0,0,UJI5N,3P Audience,35,Male,74721,Android,Smartphone,Microsoft Edge,Cleveland,Ohio
VI41BWGZJD,O2245289,Direct,77,No,2,21-Mar,C0217,O2245289,Video,1,1,0,0,0,UmpVf,3P Audience,26,Female,76584,macOS,Desktop,Microsoft Edge,Cincinnati,Ohio
8HZDWNP01C,O9334283,Direct,131,No,3,21-Mar,C0042,O9334283,Carousel,1,1,0,0,0,UQVWk,3P Audience,44,Female,95900,macOS,Laptop,Microsoft Edge,Columbus,Ohio
72DBOJIRWE,P9098174,Display,105,No,3,21-Mar,C0010,P9098174,Banner,0,0,0,708,0,Ue1mo,Custom Audience,51,Male,128867,iOS,Tablet,Safari,Columbus,Ohio
LTWWCWN3RT,P2521397,Paid Search,92,Yes,3,21-Mar,C0078,P2521397,Banner,1,0,0,191,0,UFd3I,3P Audience,34,Female,79562,macOS,Laptop,Microsoft Edge,Cleveland,Ohio
U9GSD7LAS5,O2400224,Referral,137,No,1,21-Mar,C0216,O2400224,Carousel,1,1,0,0,0,U61fv,Custom Audience,51,Female,160777,Android,Tablet,Microsoft Edge,Cleveland,Ohio
U753RCX3O0,O9086867,Direct,174,No,1,21-Mar,C0149,O9086867,Video,1,0,0,0,0,Uwy8N,1P Audience,44,Male,110014,Android,Smartphone,Microsoft Edge,Cincinnati,Ohio
54IOTCHLM3,P2718495,Paid Search,128,No,2,21-Mar,C0176,P2718495,Video,1,1,0,198,0,UHrmb,1P Audience,31,Female,60478,iOS,Smartphone,Safari,Columbus,Ohio
YYP37C54IT,P6491241,Display,442,No,6,21-Mar,C0207,P6491241,Video,1,1,1,442,669,UpbFP,3P Audience,36,Female,102000,Android,Tablet,Microsoft Edge,Fargo,North Dakota
48JFAONKUJ,P7985119,Paid Search,167,Yes,3,21-Mar,C0106,P7985119,Banner,0,0,0,695,0,U8p9m,Custom Audience,26,Female,66560,iOS,Smartphone,Safari,Bismarck,North Dakota
H82AV6HK8P,P8408868,Display,131,Yes,1,21-Mar,C0161,P8408868,Carousel,1,0,0,273,0,UFusg,3P Audience,23,Male,55641,Android,Smartphone,Microsoft Edge,Grand Forks,North Dakota
QH6DME70UI,P3496533,Paid Search,159,No,1,21-Mar,C0243,P3496533,Carousel,1,0,0,751,0,UiFrE,1P Audience,50,Male,183901,Android,Tablet,Microsoft Edge,Grand Forks,North Dakota
EBTPKC1MFX,O4122607,Direct,137,No,1,21-Mar,C0211,O4122607,Video,0,0,0,0,0,Uvwjc,Custom Audience,25,Female,40265,Android,Smartphone,Microsoft Edge,Fargo,North Dakota
1S9RWJQ2T3,O9874724,Referral,114,No,1,21-Mar,C0236,O9874724,Video,1,1,0,0,0,UQVWk,1P Audience,44,Female,95900,Windows,Laptop,Microsoft Edge,Fargo,North Dakota
FWOSCM34E8,P5143727,Paid Search,98,No,1,21-Mar,C0076,P5143727,Banner,1,0,0,262,0,UmpVf,1P Audience,26,Female,76584,Windows,Desktop,Microsoft Edge,Grand Forks,North Dakota
NXXK3KEIMU,P5448416,Display,104,No,2,21-Mar,C0158,P5448416,Video,0,0,0,268,0,URJyj,Custom Audience,40,Male,98000,macOS,Laptop,Microsoft Edge,Fargo,North Dakota
C8EAGXF48I,O7570925,Direct,65,No,2,21-Mar,C0131,O7570925,Video,1,0,0,0,0,UoSXT,3P Audience,19,Female,53196,Windows,Desktop,Microsoft Edge,Grand Forks,North Dakota
RVGLRJ1GVK,P9536665,Paid Search,114,No,1,21-Mar,C0018,P9536665,Banner,1,0,0,364,0,UG7Mc,Custom Audience,33,Female,70355,macOS,Laptop,Microsoft Edge,Grand Forks,North Dakota
RY2215LQWD,P6762864,Paid Search,402,No,5,21-Mar,C0222,P6762864,Banner,1,1,1,566,712,Uzxa3,3P Audience,41,Female,107828,macOS,Desktop,Microsoft Edge,Charlotte,North Carolina
81M8ZW08E3,P2830728,Display,136,Yes,1,21-Mar,C0250,P2830728,Banner,1,0,0,448,0,UKppG,3P Audience,24,Male,44469,iOS,Tablet,Safari,Charlotte,North Carolina
N90HKBONG1,P8955259,Paid Search,356,No,6,21-Mar,C0108,P8955259,Carousel,1,1,1,292,707,UcUEw,Custom Audience,45,Male,91552,macOS,Laptop,Microsoft Edge,Raleigh,North Carolina
TJWNCIXBIQ,P8396387,Paid Search,102,No,1,21-Mar,C0096,P8396387,Video,1,0,0,583,0,UT4hL,1P Audience,26,Female,62063,macOS,Desktop,Microsoft Edge,Raleigh,North Carolina
I20GDBDD1I,P5771247,Display,175,Yes,1,21-Mar,C0223,P5771247,Video,0,0,0,245,0,UOTAt,3P Audience,45,Female,115071,Windows,Desktop,Microsoft Edge,Raleigh,North Carolina
CQVNL39ISR,P8093368,Display,156,No,2,21-Mar,C0189,P8093368,Carousel,1,0,0,256,0,Ude4g,3P Audience,21,Female,58687,Android,Tablet,Microsoft Edge,Raleigh,North Carolina
EC8HTRCW7E,P9198443,Display,158,Yes,2,21-Mar,C0234,P9198443,Banner,0,0,0,612,0,UcFCb,3P Audience,50,Female,138843,Android,Tablet,Microsoft Edge,Greensboro,North Carolina
HSYSFN68MR,O6766663,Referral,64,No,2,21-Mar,C0039,O6766663,Video,1,0,0,0,0,UzEvI,Custom Audience,29,Male,67362,Android,Tablet,Microsoft Edge,Rochester,New York
SXQR04EXC2,O5192297,SEO,95,Yes,3,21-Mar,C0109,O5192297,Banner,1,1,0,0,0,UEcdh,3P Audience,45,Male,118820,macOS,Laptop,Microsoft Edge,Rochester,New York
5M53JY8Q5X,O9009235,Referral,87,Yes,1,21-Mar,C0171,O9009235,Video,1,1,0,0,0,Uhqu6,1P Audience,24,Male,43768,Windows,Desktop,Microsoft Edge,Buffalo,New York
