SessionID,ExposureID,TrafficChannel,SessionDuration,Bounced,PagesperSession,AdDate,CreativeID,ExposureID_1,AdFormat,Viewable,WasClicked,Conversion,SpendonExposure,RevenueGenerated,UserID,ExposureID_2,SegmentType,Age,Gender,Income,OperatingSystem,Device,Browser,Location(DMA)
IXBX8MVMFQ,P1437560,Paid Search,102,Yes,2,21-Dec,C0114,P1437560,Carousel,Yes,Yes,No,424,0,U4QXW,P1437560,1P Audience,28,Female,79034,iOS,Smartphone,Safari,"New Orleans, Louisiana"
QHHHE1KBNQ,P2499821,Paid Search,143,No,3,21-Oct,C0173,P2499821,Banner,Yes,No,No,389,0,UjSl5,P2499821,3P Audience,54,Male,174343,iOS,Tablet,Safari,"Baton Rouge, Louisiana"
QYZCRWAX5E,P6397912,Display,380,No,6,21-Aug,C0017,P6397912,Video,Yes,Yes,Yes,144,142,UBwT7,P6397912,1P Audience,18,Male,44932,Android,Smartphone,Microsoft Edge,"New Orleans, Louisiana"
G02OTPTTBZ,P4171510,Display,158,No,1,21-Oct,C0104,P4171510,Video,Yes,Yes,No,366,0,UzFFn,P4171510,1P Audience,49,Male,188115,Android,Smartphone,Microsoft Edge,"Shreveport, Louisiana"
Q6QV7CP5PV,O6060398,SEO,138,No,2,21-Jan,C0246,O6060398,Video,Yes,No,No,0,0,U6nRo,O6060398,Custom Audience,17,Male,48040,macOS,Desktop,Microsoft Edge,"New Orleans, Louisiana"
D6GM53SZO0,O7412098,Referral,112,No,1,21-Sep,C0211,O7412098,Video,Yes,Yes,No,0,0,UqwFW,O7412098,1P Audience,54,Female,193818,Android,Tablet,Microsoft Edge,"New Orleans, Louisiana"
BO6Z6SQ0HK,O5031442,Referral,98,No,3,21-Nov,C0096,O5031442,Video,No,No,No,0,0,UbTIA,O5031442,1P Audience,29,Female,62114,iOS,Smartphone,Safari,"Shreveport, Louisiana"
DZ3VW1J5BW,P3826504,Paid Search,107,No,2,21-Aug,C0080,P3826504,Carousel,Yes,No,No,443,0,U3uEj,P3826504,1P Audience,53,Male,174517,Android,Smartphone,Microsoft Edge,"New Orleans, Louisiana"
5YYOZ5ZYY4,O6607326,Referral,175,No,3,21-Dec,C0058,O6607326,Video,Yes,No,No,0,0,UYniv,O6607326,3P Audience,51,Female,133456,macOS,Desktop,Microsoft Edge,"Shreveport, Louisiana"
0LQVFPWGVA,O8689701,Direct,518,No,5,21-Aug,C0146,O8689701,Carousel,Yes,Yes,Yes,0,338,UiFrE,O8689701,3P Audience,50,Male,183901,Android,Smartphone,Microsoft Edge,"Baton Rouge, Louisiana"
S2ZI3I8443,O5114093,Referral,124,No,2,21-Oct,C0194,O5114093,Banner,Yes,No,No,0,0,UFsWY,O5114093,1P Audience,45,Female,99929,macOS,Laptop,Microsoft Edge,"Baton Rouge, Louisiana"
GTLJPTPKBT,O3132860,Referral,169,No,3,21-Jan,C0001,O3132860,Banner,Yes,Yes,No,0,0,UaYZh,O3132860,1P Audience,23,Female,59360,iOS,Tablet,Safari,"Shreveport, Louisiana"
9LHKTVU94L,P4951931,Display,422,No,6,21-Jun,C0008,P4951931,Video,Yes,Yes,Yes,323,700,U9bxr,P4951931,Custom Audience,44,Female,113262,macOS,Desktop,Microsoft Edge,"New Orleans, Louisiana"
CIFBNYDCYW,P8050794,Display,162,No,1,21-Jan,C0129,P8050794,Video,Yes,No,No,494,0,UuQZk,P8050794,Custom Audience,55,Female,172899,iOS,Tablet,Safari,"New Orleans, Louisiana"
Z6ELIVP180,O8179531,Direct,149,No,3,21-Jun,C0133,O8179531,Banner,No,No,No,0,0,UEVyJ,O8179531,Custom Audience,53,Male,122208,Windows,Laptop,Microsoft Edge,"Shreveport, Louisiana"
FD6IR42PYZ,P1773579,Paid Search,102,No,2,21-Dec,C0113,P1773579,Banner,Yes,No,No,290,0,UTzXe,P1773579,3P Audience,22,Female,51437,Windows,Desktop,Microsoft Edge,"New Orleans, Louisiana"
LIPD4PI1SH,P9438294,Paid Search,123,No,2,21-Jun,C0036,P9438294,Carousel,No,No,No,627,0,U3ffs,P9438294,Custom Audience,17,Female,48648,iOS,Tablet,Safari,"New Orleans, Louisiana"
KC07EFEC0D,P4656357,Display,73,No,2,21-Feb,C0098,P4656357,Video,Yes,Yes,No,323,0,UuQZk,P4656357,3P Audience,55,Female,172899,Windows,Laptop,Microsoft Edge,"Baton Rouge, Louisiana"
OKREFUXX4X,O8422264,Direct,87,No,1,21-Mar,C0040,O8422264,Video,No,No,No,0,0,UrNNV,O8422264,1P Audience,31,Male,65221,Linux,Laptop,Mozilla Firefox,"New Orleans, Louisiana"
ZIVR4DU29O,O5926418,Referral,153,No,3,21-Oct,C0018,O5926418,Banner,Yes,Yes,No,0,0,UMRZO,O5926418,Custom Audience,27,Male,69615,Android,Smartphone,Microsoft Edge,"New Orleans, Louisiana"
RAI616DL4P,O8034540,SEO,75,Yes,2,21-Mar,C0150,O8034540,Video,Yes,No,No,0,0,UPX2W,O8034540,3P Audience,22,Female,55258,Linux,Laptop,Mozilla Firefox,"New Orleans, Louisiana"
W15HGH7V2I,O1159796,SEO,386,No,4,21-Oct,C0208,O1159796,Carousel,Yes,Yes,Yes,0,603,Uy1Se,O1159796,3P Audience,38,Male,96777,Windows,Laptop,Microsoft Edge,"Shreveport, Louisiana"
OKTOKNS0ES,O1329634,Direct,86,No,2,21-Apr,C0067,O1329634,Banner,No,No,No,0,0,U5ljY,O1329634,Custom Audience,34,Female,64970,iOS,Smartphone,Safari,"New Orleans, Louisiana"
LOQ7B711QE,P8618219,Paid Search,378,No,4,21-Jan,C0023,P8618219,Video,Yes,Yes,Yes,815,766,UpD3n,P8618219,3P Audience,40,Female,87512,iOS,Tablet,Safari,"New Orleans, Louisiana"
4D55XL5ZQJ,P6755843,Display,362,No,5,21-Oct,C0238,P6755843,Banner,Yes,Yes,Yes,553,754,Ugr7u,P6755843,1P Audience,48,Male,138350,iOS,Tablet,Safari,"Shreveport, Louisiana"
RKURFFSSW1,O2563632,Direct,118,No,2,21-Apr,C0050,O2563632,Video,Yes,No,No,0,0,USdOe,O2563632,Custom Audience,47,Male,172427,iOS,Smartphone,Safari,"New Orleans, Louisiana"
DYYAYC9KP9,P4528794,Paid Search,81,Yes,3,21-Jun,C0028,P4528794,Video,No,No,No,306,0,UKj2K,P4528794,Custom Audience,34,Male,77145,macOS,Laptop,Microsoft Edge,"New Orleans, Louisiana"
63WJ56CMB9,P8418188,Display,106,Yes,2,21-Jan,C0102,P8418188,Banner,No,No,No,223,0,UqwFW,P8418188,Custom Audience,54,Female,193818,iOS,Smartphone,Safari,"New Orleans, Louisiana"
TLXUTL6KB7,O5780403,SEO,331,No,4,21-Dec,C0219,O5780403,Video,Yes,Yes,Yes,0,629,U5FS9,O5780403,1P Audience,17,Female,56775,iOS,Tablet,Safari,"Shreveport, Louisiana"
1NSE3PNCBN,O7451515,Referral,436,No,4,21-Jun,C0010,O7451515,Carousel,Yes,Yes,Yes,0,848,UKi2E,O7451515,Custom Audience,44,Male,84781,Windows,Laptop,Microsoft Edge,"New Orleans, Louisiana"
W9AECCL5RG,O3644467,SEO,147,No,1,21-Jun,C0003,O3644467,Video,Yes,No,No,0,0,UEmdh,O3644467,Custom Audience,32,Female,61711,Linux,Laptop,Mozilla Firefox,"New Orleans, Louisiana"
U9KH711QRS,O2991225,SEO,97,No,3,21-Oct,C0222,O2991225,Video,Yes,Yes,No,0,0,UKj2K,O2991225,3P Audience,34,Male,77145,iOS,Smartphone,Safari,"Shreveport, Louisiana"
7X434W0GIY,P6593968,Paid Search,134,Yes,1,21-Sep,C0205,P6593968,Banner,Yes,No,No,855,0,Uuo2b,P6593968,Custom Audience,23,Female,52287,Windows,Desktop,Microsoft Edge,"Baton Rouge, Louisiana"
2XQ80BTVO2,O3467269,Referral,69,No,3,21-Jun,C0090,O3467269,Video,No,No,No,0,0,UcaPP,O3467269,3P Audience,50,Female,179418,Linux,Laptop,Mozilla Firefox,"Baton Rouge, Louisiana"
RT7DMH8OXN,P8455587,Display,136,No,2,21-Nov,C0213,P8455587,Video,No,No,No,881,0,UtVlw,P8455587,Custom Audience,42,Female,83278,Linux,Laptop,Mozilla Firefox,"Baton Rouge, Louisiana"
84YDL0PB1R,P7340089,Paid Search,161,No,3,21-May,C0052,P7340089,Carousel,Yes,No,No,766,0,UOTAt,P7340089,Custom Audience,45,Female,115071,iOS,Tablet,Safari,"Shreveport, Louisiana"
QRNCZWZ05R,P2885106,Paid Search,115,No,3,21-Mar,C0143,P2885106,Banner,Yes,No,No,412,0,U5FS9,P2885106,3P Audience,17,Female,56775,Linux,Laptop,Mozilla Firefox,"Shreveport, Louisiana"
G4CVKOIM04,O2767887,Referral,524,No,5,21-Nov,C0004,O2767887,Carousel,Yes,Yes,Yes,0,617,UpBkE,O2767887,1P Audience,37,Male,115913,Android,Smartphone,Microsoft Edge,"Shreveport, Louisiana"
T9NGXE516P,P2044381,Display,179,No,3,21-Mar,C0110,P2044381,Banner,No,No,No,723,0,Um7Um,P2044381,3P Audience,22,Male,42035,iOS,Smartphone,Safari,"New Orleans, Louisiana"
AB5DSIU8KO,P9783586,Paid Search,124,Yes,1,21-Apr,C0145,P9783586,Carousel,Yes,No,No,701,0,UdhRW,P9783586,Custom Audience,41,Female,98511,Android,Smartphone,Microsoft Edge,"Shreveport, Louisiana"
76SH3C3837,P7034652,Paid Search,89,No,3,21-Dec,C0131,P7034652,Video,Yes,Yes,No,709,0,UT0JV,P7034652,Custom Audience,30,Female,65680,Android,Tablet,Microsoft Edge,"Baton Rouge, Louisiana"
LRFTV3CYPG,P4172071,Paid Search,138,No,3,21-Jun,C0144,P4172071,Carousel,No,No,No,260,0,Ubo6e,P4172071,3P Audience,45,Male,109570,Windows,Laptop,Microsoft Edge,"New Orleans, Louisiana"
Z7D5CCZLT4,P9212021,Paid Search,120,No,1,21-Jul,C0053,P9212021,Video,Yes,No,No,459,0,U6eLy,P9212021,Custom Audience,21,Male,42271,macOS,Laptop,Microsoft Edge,"New Orleans, Louisiana"
A7DFXUUBTY,O3715410,SEO,133,No,2,21-Jan,C0123,O3715410,Carousel,Yes,No,No,0,0,UY8qD,O3715410,Custom Audience,30,Female,75850,macOS,Desktop,Microsoft Edge,"Shreveport, Louisiana"
L0595RZCMH,O3148237,Referral,161,Yes,3,21-May,C0010,O3148237,Video,Yes,Yes,No,0,0,UuWMZ,O3148237,3P Audience,38,Male,114721,Linux,Laptop,Mozilla Firefox,"New Orleans, Louisiana"
M620WAPWCV,O8137758,Direct,109,No,3,21-Jan,C0201,O8137758,Carousel,Yes,No,No,0,0,UuyV6,O8137758,1P Audience,39,Female,103064,iOS,Tablet,Safari,"Baton Rouge, Louisiana"
4ZPP7WKT26,O1371069,Referral,163,No,1,21-May,C0158,O1371069,Video,No,No,No,0,0,Um7p0,O1371069,3P Audience,17,Female,40810,macOS,Desktop,Microsoft Edge,"Shreveport, Louisiana"
75IROZJW9N,P7680162,Display,140,No,1,21-Dec,C0128,P7680162,Video,Yes,No,No,177,0,UH7Ve,P7680162,1P Audience,52,Female,168238,Windows,Laptop,Microsoft Edge,"New Orleans, Louisiana"
SLYHZ27F4U,O9714845,Direct,176,No,1,21-Jan,C0021,O9714845,Banner,No,No,No,0,0,UgpBw,O9714845,1P Audience,47,Female,145971,Android,Tablet,Microsoft Edge,"Shreveport, Louisiana"
42IW5K9V4K,O5842656,Direct,153,Yes,3,21-Mar,C0211,O5842656,Banner,Yes,No,No,0,0,UQjii,O5842656,3P Audience,17,Female,48482,iOS,Smartphone,Safari,"Baton Rouge, Louisiana"
GWTO5JOY0O,O9456563,SEO,322,No,4,21-Jun,C0089,O9456563,Carousel,Yes,Yes,Yes,0,891,UU9jv,O9456563,1P Audience,28,Female,66350,Android,Tablet,Microsoft Edge,"Shreveport, Louisiana"
XH7K7KY4FJ,O5344150,Referral,92,No,2,21-Mar,C0018,O5344150,Carousel,Yes,Yes,No,0,0,Ude4g,O5344150,3P Audience,21,Female,58687,iOS,Tablet,Safari,"Shreveport, Louisiana"
HGH6GLXMQT,P3722515,Display,119,No,3,21-May,C0094,P3722515,Video,Yes,Yes,No,689,0,U7PyP,P3722515,1P Audience,22,Male,57908,Android,Smartphone,Microsoft Edge,"Baton Rouge, Louisiana"
9OGQ2G4TEU,P3728595,Display,83,No,1,21-Jul,C0071,P3728595,Carousel,Yes,Yes,No,597,0,Unrzo,P3728595,3P Audience,42,Female,103250,Android,Tablet,Microsoft Edge,"Shreveport, Louisiana"
R9JXBZP9LL,P8556342,Display,178,Yes,2,21-Jan,C0099,P8556342,Banner,Yes,No,No,114,0,UoxaA,P8556342,1P Audience,41,Female,106203,Android,Smartphone,Microsoft Edge,"New Orleans, Louisiana"
SLEDASQU02,P1290908,Display,100,No,3,21-Dec,C0097,P1290908,Banner,No,No,No,843,0,UMpsU,P1290908,3P Audience,41,Female,84265,iOS,Tablet,Safari,"Baton Rouge, Louisiana"
MXTZRTEBCN,P5075287,Display,103,No,1,21-Feb,C0174,P5075287,Banner,Yes,No,No,303,0,UcaPP,P5075287,1P Audience,50,Female,179418,iOS,Smartphone,Safari,"New Orleans, Louisiana"
1KMOSVNZF4,P7074972,Paid Search,77,No,1,21-Mar,C0021,P7074972,Carousel,Yes,No,No,719,0,UUPNu,P7074972,1P Audience,18,Female,54666,iOS,Smartphone,Safari,"Baton Rouge, Louisiana"
SJANZRFR6C,P7733499,Paid Search,173,Yes,2,21-Jan,C0031,P7733499,Carousel,Yes,No,No,102,0,UxRl7,P7733499,1P Audience,36,Female,118033,iOS,Smartphone,Safari,"Shreveport, Louisiana"
9SE3U7RNZ5,O9187578,SEO,118,No,2,21-Jan,C0245,O9187578,Carousel,Yes,Yes,No,0,0,UQ2qd,O9187578,1P Audience,46,Male,193730,Linux,Laptop,Mozilla Firefox,"New Orleans, Louisiana"
CJ3OD6W6BN,O5477913,Referral,81,No,2,21-Jan,C0191,O5477913,Carousel,Yes,Yes,No,0,0,UFsWY,O5477913,1P Audience,45,Female,99929,iOS,Tablet,Safari,"New Orleans, Louisiana"
59JYDFLFWE,P6712084,Paid Search,163,Yes,3,21-May,C0068,P6712084,Banner,No,No,No,497,0,UGSmF,P6712084,3P Audience,21,Male,40466,macOS,Laptop,Microsoft Edge,"Shreveport, Louisiana"
GE0GRAY21I,P8938210,Paid Search,113,Yes,3,21-Sep,C0202,P8938210,Carousel,No,No,No,731,0,UYt4q,P8938210,1P Audience,34,Female,78242,Android,Tablet,Microsoft Edge,"Shreveport, Louisiana"
YVNI7RCS15,O5590597,Referral,114,No,1,21-Dec,C0154,O5590597,Video,No,No,No,0,0,Ude4g,O5590597,3P Audience,21,Female,58687,Android,Tablet,Microsoft Edge,"Baton Rouge, Louisiana"
D2XOSMZDLF,P1723367,Display,146,No,3,21-Dec,C0212,P1723367,Banner,Yes,No,No,429,0,UxF2Y,P1723367,1P Audience,39,Female,110122,Android,Smartphone,Microsoft Edge,"Baton Rouge, Louisiana"
LWF7IYVEC2,P3021547,Display,147,Yes,1,21-Oct,C0031,P3021547,Video,No,No,No,328,0,UGrLv,P3021547,3P Audience,38,Female,80278,Windows,Desktop,Microsoft Edge,"Baton Rouge, Louisiana"
K7X9BOWV6T,O2304701,SEO,129,No,3,21-Sep,C0023,O2304701,Carousel,Yes,Yes,No,0,0,UaLbp,O2304701,1P Audience,36,Female,104828,Android,Tablet,Microsoft Edge,"Shreveport, Louisiana"
2W955CP47Y,P8420102,Paid Search,338,No,6,21-Nov,C0237,P8420102,Banner,Yes,Yes,Yes,893,389,UrNNV,P8420102,1P Audience,31,Male,65221,Windows,Desktop,Microsoft Edge,"Shreveport, Louisiana"
QHEIBKMYFD,O8748319,Referral,90,No,3,21-May,C0062,O8748319,Video,Yes,Yes,No,0,0,UgAwk,O8748319,1P Audience,30,Male,61584,iOS,Smartphone,Safari,"Baton Rouge, Louisiana"
2IPMM5SB6Y,O6561462,Referral,68,No,1,21-Mar,C0171,O6561462,Carousel,Yes,No,No,0,0,UAXcH,O6561462,3P Audience,24,Female,57718,iOS,Smartphone,Safari,"Baton Rouge, Louisiana"
9ESZOZZK6D,O5057073,Referral,119,Yes,3,21-Mar,C0187,O5057073,Banner,No,No,No,0,0,U2y40,O5057073,3P Audience,43,Female,102688,Windows,Desktop,Microsoft Edge,"Shreveport, Louisiana"
BSW46CIMZJ,P8057779,Display,94,No,1,21-Jan,C0063,P8057779,Carousel,Yes,No,No,299,0,Uphlf,P8057779,Custom Audience,34,Male,61517,macOS,Desktop,Microsoft Edge,"Baton Rouge, Louisiana"
WATPITRPRN,P8469442,Paid Search,553,No,5,21-Apr,C0200,P8469442,Video,Yes,Yes,Yes,144,532,UwfQN,P8469442,Custom Audience,38,Male,96833,iOS,Smartphone,Safari,"Shreveport, Louisiana"
KLLLEXR7IR,P3855168,Paid Search,83,No,3,21-Nov,C0109,P3855168,Video,No,No,No,219,0,U0R6x,P3855168,1P Audience,18,Male,58669,Android,Tablet,Microsoft Edge,"Shreveport, Louisiana"
KRL055KJTA,O3935430,Direct,145,No,2,21-Sep,C0113,O3935430,Carousel,No,No,No,0,0,UfIvb,O3935430,3P Audience,23,Male,59615,Android,Tablet,Microsoft Edge,"New Orleans, Louisiana"
5DXSZEDN1S,P9385815,Paid Search,366,No,6,21-Oct,C0194,P9385815,Carousel,Yes,Yes,Yes,776,502,UbxLE,P9385815,3P Audience,45,Male,111400,macOS,Desktop,Microsoft Edge,"New Orleans, Louisiana"
06BY4OCVNB,O7756233,SEO,484,No,5,21-Apr,C0249,O7756233,Carousel,Yes,Yes,Yes,0,838,UKi2E,O7756233,Custom Audience,44,Male,84781,macOS,Laptop,Microsoft Edge,"Shreveport, Louisiana"
KN76POHGZ6,P2904111,Display,153,No,2,21-May,C0059,P2904111,Carousel,Yes,Yes,No,498,0,UQ884,P2904111,3P Audience,38,Male,106024,iOS,Smartphone,Safari,"Shreveport, Louisiana"
LJ96FSVZ7K,O6620099,Direct,75,Yes,1,21-Jun,C0156,O6620099,Video,No,No,No,0,0,UbeD2,O6620099,3P Audience,45,Female,113960,Android,Smartphone,Microsoft Edge,"Baton Rouge, Louisiana"
5TDQ051ST0,O6554105,Referral,134,No,2,21-Aug,C0226,O6554105,Banner,Yes,No,No,0,0,U7byU,O6554105,Custom Audience,42,Male,109675,iOS,Smartphone,Safari,"Shreveport, Louisiana"
CUH0V10CAE,P9477720,Paid Search,435,No,5,21-Jun,C0103,P9477720,Carousel,Yes,Yes,Yes,617,367,UBk2v,P9477720,3P Audience,52,Male,187511,Linux,Laptop,Mozilla Firefox,"Baton Rouge, Louisiana"
UU5L15Y0B3,O7117558,Referral,123,No,3,21-Dec,C0091,O7117558,Video,Yes,No,No,0,0,UD1Ri,O7117558,1P Audience,48,Female,136937,macOS,Desktop,Microsoft Edge,"Bowling Green, Kentucky"
MA2WOKF1OK,O9257637,Direct,155,Yes,2,21-Oct,C0009,O9257637,Carousel,Yes,No,No,0,0,UG7Mc,O9257637,Custom Audience,33,Female,70355,macOS,Desktop,Microsoft Edge,"Lexington, Kentucky"
8EHWTFGDQV,O6440502,Direct,310,No,5,21-Nov,C0146,O6440502,Video,Yes,Yes,Yes,0,638,UaF79,O6440502,Custom Audience,18,Male,49361,iOS,Smartphone,Safari,"Bowling Green, Kentucky"
OFM6FYAWR7,O6541626,Direct,90,Yes,1,21-Feb,C0007,O6541626,Banner,Yes,No,No,0,0,UEykv,O6541626,1P Audience,50,Male,174499,Windows,Desktop,Microsoft Edge,"Louisville, Kentucky"
4IKGUEXEXQ,P3820731,Paid Search,177,No,2,21-Jan,C0144,P3820731,Carousel,Yes,No,No,502,0,UAXcH,P3820731,Custom Audience,24,Female,57718,Android,Smartphone,Microsoft Edge,"Louisville, Kentucky"
Y9DOVVN2MM,P6669795,Paid Search,80,Yes,2,21-Mar,C0005,P6669795,Banner,No,No,No,265,0,U7qLk,P6669795,Custom Audience,32,Female,63397,Android,Tablet,Microsoft Edge,"Bowling Green, Kentucky"
IMI7L815JJ,P7925485,Display,99,No,1,21-Jan,C0001,P7925485,Carousel,Yes,No,No,789,0,Us4SU,P7925485,1P Audience,28,Male,79441,Windows,Desktop,Microsoft Edge,"Lexington, Kentucky"
AZ4GX9LTGJ,O5159512,Referral,100,No,2,21-Apr,C0217,O5159512,Carousel,Yes,Yes,No,0,0,UiFrE,O5159512,Custom Audience,50,Male,183901,Linux,Laptop,Mozilla Firefox,"Lexington, Kentucky"
07NW2ELSPQ,O4280015,SEO,66,No,2,21-Sep,C0112,O4280015,Banner,Yes,No,No,0,0,UB92a,O4280015,1P Audience,31,Female,61207,Windows,Desktop,Microsoft Edge,"Bowling Green, Kentucky"
K1XOM1UDHU,P4935118,Display,113,No,2,21-Nov,C0133,P4935118,Carousel,Yes,Yes,No,195,0,UvNo1,P4935118,3P Audience,50,Male,196684,Windows,Desktop,Microsoft Edge,"Bowling Green, Kentucky"
T88DJC66XR,O6345933,SEO,67,No,3,21-Apr,C0190,O6345933,Carousel,No,No,No,0,0,Uadda,O6345933,Custom Audience,44,Male,110387,macOS,Desktop,Microsoft Edge,"Bowling Green, Kentucky"
PAZPQNFNNH,O4737764,Direct,94,Yes,3,21-May,C0206,O4737764,Banner,No,No,No,0,0,UW6GK,O4737764,Custom Audience,28,Female,67701,iOS,Smartphone,Safari,"Bowling Green, Kentucky"
3KDM8JK5OC,P2414126,Display,466,No,6,21-Jan,C0127,P2414126,Banner,Yes,Yes,Yes,678,97,UVlGs,P2414126,Custom Audience,31,Male,76391,Android,Tablet,Microsoft Edge,"Lexington, Kentucky"
AL2FEUMGLL,P4399501,Paid Search,482,No,5,21-May,C0221,P4399501,Banner,Yes,Yes,Yes,314,671,UFusg,P4399501,1P Audience,23,Male,55641,Android,Smartphone,Microsoft Edge,"Bowling Green, Kentucky"
B1SN813VYX,P6942623,Paid Search,179,Yes,1,21-Jun,C0002,P6942623,Banner,Yes,No,No,727,0,UD4o2,P6942623,Custom Audience,50,Female,151597,iOS,Smartphone,Safari,"Bowling Green, Kentucky"
W5GRRB7JQ1,P3562698,Paid Search,123,No,1,21-Apr,C0019,P3562698,Video,Yes,No,No,124,0,UCYoL,P3562698,3P Audience,17,Male,46298,iOS,Smartphone,Safari,"Bowling Green, Kentucky"
7BAF7PEUCN,P8097238,Paid Search,123,Yes,2,21-Oct,C0001,P8097238,Video,No,No,No,444,0,UK06S,P8097238,1P Audience,48,Male,145403,Windows,Laptop,Microsoft Edge,"Louisville, Kentucky"
9N3TV7MFAY,O8115721,SEO,142,Yes,1,21-Mar,C0098,O8115721,Banner,Yes,No,No,0,0,UOLDx,O8115721,Custom Audience,20,Male,40641,Android,Tablet,Microsoft Edge,"Lexington, Kentucky"
MYZA04Z8HW,P7330210,Display,115,Yes,1,21-Jul,C0086,P7330210,Video,No,No,No,107,0,UrGRL,P7330210,Custom Audience,44,Male,88620,Android,Smartphone,Microsoft Edge,"Bowling Green, Kentucky"
4GK2D2QM8U,P7162579,Display,166,Yes,3,21-Jul,C0062,P7162579,Video,Yes,Yes,No,691,0,UjCGA,P7162579,3P Audience,26,Male,66033,Android,Tablet,Microsoft Edge,"Lexington, Kentucky"
9JNHUY8Y1C,P2195547,Display,175,Yes,3,21-Aug,C0220,P2195547,Banner,No,No,No,433,0,UK5y3,P2195547,1P Audience,48,Female,175995,Android,Smartphone,Microsoft Edge,"Louisville, Kentucky"
OOR0Z8LNQS,P3687645,Display,85,Yes,1,21-Oct,C0078,P3687645,Banner,No,No,No,784,0,U1v65,P3687645,1P Audience,53,Male,184452,Android,Tablet,Microsoft Edge,"Lexington, Kentucky"
SSGOCCIK83,P5738968,Display,393,No,5,21-Oct,C0012,P5738968,Banner,Yes,Yes,Yes,541,604,UpbFP,P5738968,3P Audience,36,Female,102000,macOS,Desktop,Microsoft Edge,"Lexington, Kentucky"
J1W181NZ5F,O5538731,Direct,135,Yes,1,21-Aug,C0052,O5538731,Banner,Yes,Yes,No,0,0,UwfQN,O5538731,Custom Audience,38,Male,96833,macOS,Desktop,Microsoft Edge,"Louisville, Kentucky"
4H1FF4FUV5,P2872020,Display,90,Yes,1,21-Dec,C0020,P2872020,Banner,Yes,No,No,495,0,Ude4g,P2872020,3P Audience,21,Female,58687,macOS,Desktop,Microsoft Edge,"Lexington, Kentucky"
332U59KPSB,O2729837,Direct,170,Yes,2,21-Jun,C0044,O2729837,Video,Yes,No,No,0,0,UQKpm,O2729837,Custom Audience,40,Female,113820,Android,Tablet,Microsoft Edge,"Bowling Green, Kentucky"
GHFENJ3BX4,O5974719,SEO,88,No,3,21-Nov,C0066,O5974719,Carousel,No,No,No,0,0,UHq4r,O5974719,3P Audience,26,Female,70443,Windows,Laptop,Microsoft Edge,"Lexington, Kentucky"
0LVSUZWFU3,P7015544,Display,129,Yes,1,21-Jul,C0171,P7015544,Carousel,No,No,No,317,0,UrGSH,P7015544,Custom Audience,20,Male,48078,Android,Tablet,Microsoft Edge,"Louisville, Kentucky"
11CS9R1A53,P4687947,Paid Search,152,No,2,21-Jan,C0082,P4687947,Video,Yes,No,No,260,0,UUPNu,P4687947,Custom Audience,18,Female,54666,macOS,Desktop,Microsoft Edge,"Lexington, Kentucky"
DXVXYRHYBE,O3603815,SEO,509,No,5,21-May,C0051,O3603815,Video,Yes,Yes,Yes,0,305,UieXR,O3603815,1P Audience,52,Male,156076,Linux,Laptop,Mozilla Firefox,"Louisville, Kentucky"
IP3D1ZYJ1Y,O6373755,Direct,115,No,3,21-Sep,C0089,O6373755,Banner,Yes,No,No,0,0,UEykv,O6373755,3P Audience,50,Male,174499,iOS,Tablet,Safari,"Lexington, Kentucky"
4X1MKKL7T7,P5788756,Paid Search,163,No,2,21-Jun,C0199,P5788756,Video,Yes,No,No,468,0,U5ljY,P5788756,Custom Audience,34,Female,64970,Linux,Laptop,Mozilla Firefox,"Lexington, Kentucky"
BTVKYI66IA,O7377987,Direct,96,Yes,1,21-Feb,C0017,O7377987,Carousel,Yes,Yes,No,0,0,UGrLv,O7377987,Custom Audience,38,Female,80278,macOS,Desktop,Microsoft Edge,"Louisville, Kentucky"
WQDT6LLC2Y,P5269204,Paid Search,173,Yes,2,21-Nov,C0218,P5269204,Video,Yes,Yes,No,474,0,UvNo1,P5269204,3P Audience,50,Male,196684,Android,Tablet,Microsoft Edge,"Lexington, Kentucky"
QOVF9QUGOH,P4945272,Display,96,No,2,21-Nov,C0102,P4945272,Carousel,Yes,No,No,181,0,UBbDu,P4945272,Custom Audience,38,Female,117043,Android,Smartphone,Microsoft Edge,"Bowling Green, Kentucky"
MJIGW7FD20,O7071485,Referral,87,No,3,21-Jul,C0138,O7071485,Carousel,No,No,No,0,0,UOLDx,O7071485,3P Audience,20,Male,40641,iOS,Tablet,Safari,"Louisville, Kentucky"
UCAN33Q7JO,O2199231,Direct,578,No,5,21-Oct,C0117,O2199231,Banner,Yes,Yes,Yes,0,790,UgPdD,O2199231,1P Audience,24,Female,57983,iOS,Tablet,Safari,"Bowling Green, Kentucky"
UQ95PZDSRP,P2475497,Paid Search,98,No,2,21-Nov,C0137,P2475497,Banner,No,No,No,250,0,U5Y5i,P2475497,Custom Audience,36,Female,105803,Windows,Laptop,Microsoft Edge,"Louisville, Kentucky"
7S1QQTDLYQ,O4037577,Referral,135,Yes,1,21-Sep,C0117,O4037577,Video,Yes,Yes,No,0,0,UKi2E,O4037577,Custom Audience,44,Male,84781,iOS,Tablet,Safari,"Louisville, Kentucky"
Q04R7F46IX,O7481975,Referral,151,Yes,3,21-Aug,C0064,O7481975,Carousel,Yes,No,No,0,0,Uc7jv,O7481975,3P Audience,52,Male,197585,iOS,Tablet,Safari,"Louisville, Kentucky"
